,type,title,fuction,img,url
2104,상황버섯,고려상황,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5GwfhxWW8Tlievrok8pgl83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=bXQNdkrMRFUUkSdOSZchgVCzuxntzKSeVIZuupsYmUrySlvpFvRzohdvDcEPIqgrfIuAcanWjsiRTFcNEsHIBaXUoyEQQabFaWXt
2105,장류용콩,대황,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv43IuPA8Bv0mNfBaP6Y6Oss3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=gZTcLlASKXZyCIQMpovTLHeqtFqjNYtMZYxbsoxUyauJtVHiQcaHGGoszGIvtEVyNtuEjexqNMYNmKFjvOQDchPcUIXxIjuEtRyZ
2106,일반벼,문장,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjIF@3Vg27XG6rNULXPRbl83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=OAnFVjSsuHMuVOXdHQGfYtzYFxYpwSqTGDvAswShrywcbsiehawmQyOXfAMyduaSgCUJfgoZjdmkcOESEhiYxlDmLOdRxElZtyXk
2107,특수미,설향찰,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvBFnMiNTgsds/d@uy/QgTbc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=rkwpGTtHhHwfOxyDsYPMleURgOfzcebZThpEywybmqiOFiJkeAZRebbJkrXTsDZYAVsoJXfQQbDGBMLejRkpPONpruPhNwmuiJxp
2108,일반벼,소비,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv08Qb9S1cIknPJGJtvBrf9M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=UkMdbKzRipRtUtwOGPuVDaqljulHvdZXmHiKbrlyXCWtPTyRFkqfpFydNMcLKmeuDtgJWVLohJXJiqzYVolekfLwMEgxdBdNqorp
2109,일반벼,중안(Jungan),"식미, 직파용",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvm9R0uu81tFBGdBq78ZcTGs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=RlOclOFNOStUTPmyRRgwqNgChDIpeztzDcUdReqtUTYLlTRnsRTwQWQfKAYwCWPqUwqPGWuBAPhUoMgxTXgMeukSXNulQnVITcPg
2110,비모란,색동,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/VDQSPK7Wkw6ZIJTkhCiQ83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=zmWrlPQZIvebXjDlXVHLWsiDjNcSOdjdofnLwKtWrPYsFGtvwTnaRGdPTgMUllHEOkMyDMcMqUzfkoPhYStEEAyTHyQmNUoqHjiy
2111,비모란,홍수,"재배안정성, 증식력 우수",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvCSpmifmVbPzs4LZw6JEwXs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=egLIbpeCwFeRpPdvQYjeLUvniJSONsekAupfTOqLmHzVpEOqXkJqrSxzTGusqiwfBTkzAszHtCitxCtwtgCIzWzJjOjcuGsVFtIE
2112,비모란,빙화,"재배안정성, 증식력",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvPBl91DwOsDG68T85sgz1N83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=auikbFRStVmfHYHEcmhryaHoLYwWBtlIdgkqEdKXrfejSDojfEexhybRhQIKNndaWVHfnfakTrkkOIUjFdeeJJyxDARzeMStusYF
2113,비모란,신성,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZGJs@DOQxqGQWag2XB1QQs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=YHuSoMmxdDjWfHvDFcBfmVcrMbVgCgvkHdBCfIRfwNXgvDeJGGuNnLztzKCHpNzKQWtQLIhzlZuPxCpboLpGvzfnezCrFXIVVrYe
2114,비모란,오작,"심미성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvzXAphnJt5Nk3TTVibiDA183fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=sbrwCRnuKdKMTBAFlZEWfpMRGTTvxDemYqvcBhUNPkRqLkyzdvDwiZTRtSvBINWPVFQkZTzhpfzSVgTNDNOGukplfDLDJBXNdhQJ
2115,비모란,설홍,"재배안정성, 증식력",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvTFh2kw4JKFGcSLuurtDc6M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=KWhVvYHzohgqCjpgcHBzoeqIwzDjeSFaToqzoWSiZERwLMqPSuYugqnDOYDnEhSsclqkRWRHeYNDyrONtWiGGfHIaBUmrPwofIuX
2116,비모란,진홍,"재배안정성, 증식력",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvmmu0iHbsARQIbbDUNmm6c3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=DuJgHRIlaBbzBYtiedPhFDOFCmxqlwZeCHVqdOvDyfTdRazPQWNHlkkUosCUSpcxQnvbOzYxTTwlPetVNjpjAXhAEoGdnrgTRBZP
2117,비모란,만홍,"심미성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvs5yXORPNSBx8wjpximRehM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LuzRhDdtNUhKWefWojQsiduPtRbOKyJppJvUaGspfrDscnAnHPtlBdfbvUINtmahDAgILNVxwFmDFcwDTpgTiYfpbWKTxLoOawAH
2118,비모란,후광,"심미성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSr@3NhibL/9XrvpJbFt6Y83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=RnTjDZxBnCXnaVgLitoBJODrVRqWPfVfORtKFJXlkQAbYmBtEAQzkDOjlzjhnnREMZoEBALJBrpObOytXAsIesBopSeQRnaOzUbA
2119,비모란,연민,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvTa7XJqXfjqFLwubfcTKWus3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=lnpDtXRNNtePumqqroJfwhwfussIdpQhiOpqQsbXkoWSppvHfRfUbCJPoJVCpkpCEzzkxGCRGzEgemAgNJAljTYlHiBothllOswh
2120,일반벼,수진,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvX1hHpOkkF5l22DsUGaB7kM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=FRXzhqJzLAsqFTQedBPxCLcpfBRPyvLfKwUdsKbLFigMrwRuezVxGbYArjeUpfjUxJfPttScrFMaquhIFbWfIGidShJIGpdwLXOM
2121,일반벼,신동진,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2EQsHAxn5LuX1UFhUeMHn83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ffoOCPvBFuqcHlRYwGfoZEPdGsNlsjRrYuVwfuxLULGaJQwXfFSfcJnHzkusiHPpJmBvDajEyglJSlYGguLtSoLdkTflbKdOcOqZ
2122,통일형벼,아름,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZP/IPGDby0@4K0xqXUK5HM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=bBknLVBXHNIohhICCrAfMEbNpXJEfFKrRkAKMymaCFlsBGHuMyORnxPUUhhIbWgSWsXFQNSlpLDBiUOoximJMdfGtOjuBDdqtfTv
2123,일반벼,진품(Jinpum),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvydVPrBpONDxn39xbuw/ebc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=jErgjoHNmGSqefxdllLrjOtFmIUIjKhTDTEsgyDHsQFXLAAgdZSubBrTHJxFsFoNBqZARqkgjuazxlTZyaemSMvCKdEGlfWpdTxu
2124,콩나물콩,도레미,"가공적성, 다수량성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lveLLmmHK@REUWpmrQt423Ys3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=PLqOqUlnqXacvCVXKtThnnuJFdIrCiDcxZMmMSZNnAiRAmTXeWmIQeAMtftGSjAGnQUWLdpgEqslkmCjizBgWNdGTYHPaWJbCuEd
2125,감자,가원,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lve8nHzsoDqnIsVwGPw02oJM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=wsipaNBhgVBrudbIpauRhRfjOsisBBKIHqqSzckppIuUtrqAjFYkSFSbbeeXUDHEMTmOFWzbTfIjwLotvHQOmjJQVewcHEhauqEI
2126,콩,진율,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5U7TNmIoPLnzd//9Id@vR83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=GIJLviZQRKZigRhjEWhrowwPvzRdDIbllrZgsWHTKjnjdkAAitMKHJiZuHWVIBjsTIBELEbDKZYwUlwbhwkNJAlMWCwyRyqmFcYr
2127,감자,자심,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvMjaUREnSpGQDinUWD36Vns3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=SVKspuPxljsAHmtAmNkmOZOBzZFmsXglAAzlsmievBLYZHqkkJbUkIEpyKcEqpAeHfAYRwDZVxawkNpMQBDJwazRBjYvUaDIgBha
2128,일반고구마,신천미,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvD2QA3PkWbAehqKzgyQI9ws3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=oCvdeHLefFgYxytTRvcguNsplRJflcNALjJQxwykvyxOcISaDogzcFVKpQMjPQNhCdUmVLWuZvLNPuzQgKcuEtULuDAHadeoxTrk
2129,감자,추백,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSKP10Lr/gnHVHw2g/zNads3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=fAjsIQUKLyHfjBvOaxMwakwLSqbpvBvLZBsfmctDinsBdPZCgoCRuwfMGxTPMRGAEbjFPSNOMtDZHfVFCMShZOSVnBsMEYEzWpxo
2130,콩나물콩,소원,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvJ4k8CiCxWuiTkLkztKqN@s3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=SvsYfZnekXdwtiKhAutazUulSyXYvgyMXRSmliyhZQBDnBFTXvdBzakHwKZouyJUvPrnRAeRIvOUmmoruUhwuWXUqUWwqHezHFXH
2131,스탠다드,금오,심미성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv22terYJSQGrhgfrNfP2uZc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=GTTqcWKRVLXzSoemOtAvbXGNxJaDMrjdjeMQbkEclQNheGvWSRXwTZbDVMLCWpibEPyKOmzlvAgnZvNOcNXlMpAbdOogNaCjIbKk
2132,백합(나리),황금,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvsD/LAGVdO@N0pxLBC1ShuM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=PIxYKSGaWMgPwtobJbnduSmCzSAYiHsuPvkvgzLMfZHWDiwtKdBNKaZjYOHmRAcgmZQyVKbKueIYmWqNJKjPPYSDPzsGlFvLlOnH
2133,백합(나리),미당,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvn0BIfB06o8pDuXSHXerJZc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=FUQnObTACtuOewmUSNGFsOxQKxzbrfXADTrQDJkEyFinuDMbpdfcyJpXYqNqwdDeHCKEtJWoTYTFcyXmOofIertNYhtMfECvryAR
2134,백합(나리),사라,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvI2J1R29u67/FBhv6@qZ1z83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=GiVacyPTjAiXgzaTWEsssBQlFaguNjxfIvWtjnvTkZwJtMyOPDWZDiHskLrUYWZsIqNuRDYWCuVhmBsqkBYrtYLashSpbKMUXYGJ
2135,배,신천,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjEnTS7NtCkbVSqzVn2bdrM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=bhIInKxfHQyyHZZAqmlJRcUdMYONDvzupVEKBFikQBdXDalhudkuEmxYqNiNKPWlJNNSFnMGWZbnBnpxScpEHbhytBcEPFzdIewu
2136,스프레이,설악,신장성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5GweaDAo14XI54h3LLowSs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=taUfkuLaWzkTTyLjbWVzAFRhRlhteFQNAwwROgHzFXsDXjebCwfWbMpRPShNYAkiWeatLKysATVPkISroBsWrOsHMtflITbpBYPd
2137,스프레이,백화,신장성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv9bQFFbDCPcv5hRG7iWV8JM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=utpMUgJEtlRUisrCBqRjiOJZqrIPElDQTeRGTUqZsHwYgDIHbJuODaXwJNOaFaVLbloHuSymRaNhVKsYRfTNbWTxTuiywhRjBonb
2138,스프레이,두리,신장성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvzsCZe4UC81EPkOlEzgMTWs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LAhkCnDQOEjwfBzauGNCxljuSKjTBmzBpxuCpNkofQZgCNjmiUJwPONxfzwaooyHpopkElZpYzTLlmCDVqApZpqWMgHoQSNehFqZ
2139,스프레이,수리,심미성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvwQ7enqPAFfB1bEFDIi8ml83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=OSVsztYibPSvQjgOFGXmJXpEFoSpPWWMKrZQgBQszvRKcijqPzgLcGJRFGjPKIOwWYLxdOWycKogUpAPItZtJlrxKLcSzrfHwBAm
2140,맥주보리,신호,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjMqvWeCkICPVSqmrMR8WYs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=reTuVBrjQGoICFdOkFfrDEOMNZPIZvOMXEvIulCOrGueYFcHHgbhhXhgHOTuAuPjieMPCHzMsXSBYTnbxRTuijsHlKvbAULcrRnt
2141,맥주보리,일진,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvzYNmK4O1vkyJN1xA5RXCu83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ECWStxqvzwRaRhlfJGGXKlQQBgQOCCylzTOrEmqQMZsEQcFaJTsZagKoduWKGiERJUkWduveioAwqcdrNasyOlGtzeluejtHZKrd
2142,이탈리안라이그라스,화산102호,"중만생종, 풍엽성",https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=XCXYOYeJYTkqrTwbnOBzZnZXEgvJbYNweXqddJxIZbwdnXodkeMRuMikbfSsreOcLcybxGAiqeslILDEBUhTkuWrckLtAJVnhJRu
2143,이탈리안라이그라스,화산103호,"중만생종, 풍엽성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvx@pHl9YIAYPb21AJ3gyOqc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=avtrhYJBnOZXUNvRhtCFWGNEdraZcReboErpXqhqZEyKybdmCpifhMwjCeXLhXiRwYfvNAnQaLbdudvKFGvLNYofLCtOEZjzKNLV
2144,들깨,유진,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZRj9DH0z1ixxrtwlsxr0o83fCBe83GYJtr@G9Xgc/x4!, 
2145,땅콩,세광,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvD6vagS6ttzBOtib/wkr9U83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=hgAJdrerZMYxhJduLCYxvNtaTKviMgICWmonzaNJhHBwmhigLSLWRmnBoCRcwFztmAKhjIVPHAqOhWcissxTncCxHitbFFeJTuDt
2146,황기,풍성,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0VL0WegNrL/POCH8lAGHX83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=IWkCrboQMuNVZGCMsFnYzlueetEhVFvhtoIglsVUkGfTXDXctYtoarJSTbXmYiLoyUKzSwdauttCeOpBJZWQoqNlWdQxHsBPsZrS
2147,땅콩,호광,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvc0wmdnWPJeAFqgR/gQS9Zc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=VCNZdhSjlKzhpfTVxHUPQfoMnkEaJBdmPyMEirmNWPtGXJjzvsqhxoSFGLzFrMFjqlwNoaIWecjHorJXwuGYmmJqfyZVbfHzVUZh
2148,땅콩,조안,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lva1wTHz4op1K37pXxrObdUs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ntMMXoRMfJfLGzNBpaigXPLTSVOzPvSgUjozxMelouViXZVoLqdKoRosELGOBcUjFhmJZztYAUpJooucYhUaOjJbhDBFQgLMEMjw
2149,참깨,한산,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0tTMdiSZl5sFg/8rPvFMp83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=mYUOvyrQakygdhcbemYXScypmABEpWXOplAnzaidbnsEHgWsbXnfLKoAmjOtUyetWxGtOoEhtwCNjHzBjNiqOltxANOisceqwVGY
2150,참깨,순흑,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvP1D/N6Xqss@z8CCIpdd2zc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=BNjVoPtHuevHbDlKVOOCZVQYLjUheNmIXmFKXJussdTFvGFXmEWNGkzStitYxLNeeQtjYFFHSXOFYQlBmbkCgKwERMoQyewwfvgG
2151,겉보리,대연,"가공적성, 다수량성, 식미",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LQspXuSIWIJPfPCUuldoWNelciCmgTVXgaXLcsWoPxMDugfYqyKZRzVJVOtuAOyQgnmSfVAcCiMkDgxQNSyeLrmdCnreKhqjKgyl
